max_pool,bn_fw_inf,unrolled_elementwise,elementwise_grid_stride,sgemm_128x64_nn,sgemm_64x64_nn
,3456,,,,7008
,16608,,,,7745
,6016,,,,7743
,3520,,,,7776
,5920,,,,7712
,3392,,,,7743
,6048,,,,7744
,3489,,,,7713
,16736,,,,7744
,6049,,,,6944
,3456,,,,6912
,5983,,,,6720
,3456,,,,6943
,5889,,,,6880
,3520,,,,6944
,16992,,,,6816
,5920,,,,6944
,3520,,,,7040
,5952,,,,6944
,3456,,,,7008
,6016,,,,6976
,3423,,,,7008
,17183,,,,6976
,6176,,,,7040
,3488,,,,7009
,6240,,,,6880
,3584,,,,6720
,5760,,,,6816
,3360,,,,6752
,16608,,,,6753
,6080,,,,6752
,3488,,,,6784
,6048,,,,6752
,3456,,,,7040
,5792,,,,6944
,3424,,,,7007
,16928,,,,6976
,6080,,,,7008
,3488,,,,7007
,6048,,,,7072
,3456,,,,7040
,5921,,,,6943
,3424,,,,6976
,17120,,,,6976
,6240,,,,7008
,3456,,,,6976
,5984,,,,7008
,3424,,,,6944
,5792,,,,6944
,3393,,,,7872
,16512,,,,7809
,5984,,,,7808
,3488,,,,7840
,6016,,,,7776
,3488,,,,7840
,5792,,,,7808
,3456,,,,7840
,16736,,,,7008
,6304,,,,7008
,3456,,,,7040
,6240,,,,7008
,3456,,,,6976
,6080,,,,6976
,3424,,,,6976
,16544,,,,7008
,6048,,,,7744
,3456,,,,7744
,5825,,,,7711
,3520,,,,7712
,5696,,,,7775
,3456,,,,7776
,16832,,,,7712
,5792,,,,7744
,3456,,,,6848
,6112,,,,6753
,3392,,,,6720
,5760,,,,6752
,3456,,,,6784
,16480,,,,6720
,6304,,,,6688
,3520,,,,6752
,6047,,,,7872
,3424,,,,7808
,5920,,,,7840
,3520,,,,7808
,16416,,,,7840
,6016,,,,7840
,3456,,,,7808
,6111,,,,7680
,3424,,,,6944
,5856,,,,7009
,3424,,,,7008
,16864,,,,6976
,6144,,,,6976
,3424,,,,6944
,5920,,,,6976
,3424,,,,6944
,5920,,,,7776
,3488,,,,7776
,16672,,,,7744
,6208,,,,7744
,3457,,,,7776
,6208,,,,7776
,3456,,,,7776
,6176,,,,7808
,3456,,,,7072
,16671,,,,7040
,6112,,,,7041
,3488,,,,7072
,6112,,,,7008
,3487,,,,7040
,5760,,,,7040
,3391,,,,7009
,17440,,,,6944
,6304,,,,7008
,3488,,,,7007
,5952,,,,7040
,3488,,,,7007
,5792,,,,7009
,3488,,,,6880
,17056,,,,7040
,5984,,,,7776
,3488,,,,7776
,6080,,,,7776
,3423,,,,7776
,6112,,,,7808
,3424,,,,7776
,16992,,,,7776
,6304,,,,7776
,3456,,,,6880
,5984,,,,6848
,3392,,,,6720
,5856,,,,6752
,3425,,,,6720
,16896,,,,6784
,6080,,,,6688
,3456,,,,6752
,6016,,,,7807
,3488,,,,7840
,5792,,,,7808
,3489,,,,7840
,16800,,,,7808
,6208,,,,7872
,3488,,,,7872
,5920,,,,7840
,3488,,,,6623
,5761,,,,6592
,3424,,,,6624
,16575,,,,6656
,5953,,,,6592
,3488,,,,6656
,5856,,,,6592
,3423,,,,6688
,5984,,,,6976
,3424,,,,6752
,17088,,,,6784
,6112,,,,6784
,3456,,,,6816
,6272,,,,6752
,3488,,,,6816
,5792,,,,6784
,3456,,,,6880
,16799,,,,6751
,6176,,,,6720
,3519,,,,6720
,6272,,,,6816
,3424,,,,6783
,5920,,,,6687
,3488,,,,6816
,16608,,,,7744
,6336,,,,7681
,3489,,,,7679
,6112,,,,7744
,3360,,,,7713
,5696,,,,7680
,3392,,,,7744
,17024,,,,7712
,6015,,,,7072
,3520,,,,7040
,6080,,,,7040
,3424,,,,7040
,5952,,,,7041
,3424,,,,6976
,16768,,,,7039
,6048,,,,7040
,3424,,,,6913
,6112,,,,6784
,3487,,,,6720
,6176,,,,6720
,3391,,,,6849
,16607,,,,6752
,6080,,,,6688
,3519,,,,6720
,5984,,,,7776
,3487,,,,7744
,5984,,,,7744
,3520,,,,7776
,16608,,,,7743
,6080,,,,7712
,3488,,,,7712
,6111,,,,7744
,3456,,,,6816
,5664,,,,6688
,3456,,,,6752
,16929,,,,6688
,6016,,,,6752
,3456,,,,6752
,5888,,,,6816
,3424,,,,6721
,5856,,,,6976
,3456,,,,6944
,16544,,,,6944
,6112,,,,6976
,3456,,,,7008
,6016,,,,6976
,3456,,,,6944
,5632,,,,6976
,3424,,,,6976
,17088,,,,6944
,5920,,,,6944
,3552,,,,7008
,6048,,,,6976
,3456,,,,7008
,5824,,,,6976
,3424,,,,7008
,16767,,,,7040
,5984,,,,7009
,3488,,,,7007
,6144,,,,7008
,3456,,,,7040
,5952,,,,7040
,3424,,,,7040
,16960,,,,7040
,6049,,,,6944
,3424,,,,7008
,6111,,,,7040
,3424,,,,7008
,5888,,,,7008
,3488,,,,7040
,16607,,,,6880
,6016,,,,7008
,3488,,,,7776
,6240,,,,7744
,3520,,,,7776
,5760,,,,7809
,3456,,,,7745
,16800,,,,7776
,6047,,,,7744
,3456,,,,7776
,6111,,,,6688
,3488,,,,6593
,5985,,,,6591
,3456,,,,6688
,16544,,,,6624
,6016,,,,6592
,3456,,,,6656
,5952,,,,6655
,3456,,,,7008
,5664,,,,6976
,3424,,,,6880
,17216,,,,6976
,6209,,,,6976
,3456,,,,7008
,5953,,,,6945
,3456,,,,7040
,5952,,,,6912
,3488,,,,6911
,16576,,,,6913
,5952,,,,6944
,3552,,,,6944
,6016,,,,6944
,3392,,,,6944
,5952,,,,6912
,3488,,,,7776
,16928,,,,7776
,6016,,,,7776
,3456,,,,7776
,6112,,,,7776
,3456,,,,7808
,6112,,,,7776
,3456,,,,7776
,16480,,,,6624
,6080,,,,6656
,3488,,,,6656
,5889,,,,6656
,3520,,,,6624
,5952,,,,6656
,3424,,,,6688
,16864,,,,6656
,6047,,,,7744
,3456,,,,7743
,6112,,,,7776
,3424,,,,7712
,5951,,,,7712
,3456,,,,7743
,17216,,,,7775
,6143,,,,7776
,3456,,,,7009
,6113,,,,7008
,3424,,,,7008
,5600,,,,7007
,3392,,,,7007
,16704,,,,7009
,6016,,,,7009
,3457,,,,6976
,5728,,,,7680
,3425,,,,7776
,5760,,,,7808
,3456,,,,7808
,16416,,,,7808
,6304,,,,7744
,3455,,,,7776
,6112,,,,7776
,3456,,,,7041
,5696,,,,6976
,3424,,,,7039
,16864,,,,6944
,6080,,,,7008
,3520,,,,6943
,5887,,,,7040
,3392,,,,6945
,6048,,,,6944
,3424,,,,6912
,17312,,,,6976
,6112,,,,6944
,3488,,,,6976
,6112,,,,6912
,3392,,,,6944
,5793,,,,6912
,3424,,,,6944
,16736,,,,6784
,6241,,,,6912
,3488,,,,6816
,5984,,,,6848
,3424,,,,6784
,5792,,,,6816
,3520,,,,6784
,16992,,,,7680
,6048,,,,7680
,3456,,,,7680
,5856,,,,7744
,3520,,,,7680
,5632,,,,7680
,3424,,,,7712
,16832,,,,7680
,6208,,,,7040
,3520,,,,7008
,5888,,,,7008
,3456,,,,7008
,5824,,,,7007
,3456,,,,7008
,16608,,,,7008
,6144,,,,6976
,3424,,,,7712
,6176,,,,7680
,3424,,,,7680
,5920,,,,7648
,3456,,,,7648
,16640,,,,7681
,6016,,,,7680
,3488,,,,7553
,6049,,,,7040
,3424,,,,7008
,5728,,,,7040
,3424,,,,6911
,16608,,,,7007
,6176,,,,7040
,3488,,,,7007
,6048,,,,7009
,3520,,,,6945
,5824,,,,7040
,3392,,,,6944
,16895,,,,6976
,6016,,,,6976
,3520,,,,6976
,6048,,,,6944
,3489,,,,7008
,5920,,,,6912
,3456,,,,6816
,16896,,,,6752
,6144,,,,6816
,3488,,,,6816
,5984,,,,6783
,3456,,,,6784
,5887,,,,6816
,3456,,,,6912
,16992,,,,6976
,5920,,,,6912
,3488,,,,7007
,6176,,,,6944
,3456,,,,6976
,5824,,,,6944
,3456,,,,7008
,16480,,,,7008
,5824,,,,7040
,3489,,,,7008
,5856,,,,7008
,3455,,,,7040
,6080,,,,7040
,3487,,,,6976
,16736,,,,7009
,6016,,,,6592
,3424,,,,6656
,5984,,,,6656
,3424,,,,6624
,6016,,,,6592
,3424,,,,6624
,16736,,,,6623
,6144,,,,6560
,3488,,,,6687
,5984,,,,6688
,3552,,,,6656
,6016,,,,6688
,3456,,,,6720
,16672,,,,6527
,6144,,,,6688
,3456,,,,6720
,5888,,,,6976
,3424,,,,6912
,5696,,,,6976
,3424,,,,6943
,16383,,,,6976
,6143,,,,6912
,3520,,,,6976
,6016,,,,6944
,3424,,,,6944
,5760,,,,6913
,3456,,,,6849
,16545,,,,6848
,6400,,,,6816
,3488,,,,6816
,6048,,,,6816
,3456,,,,6880
,5888,,,,6976
,3487,,,,6912
,16800,,,,6976
,5984,,,,6944
,3489,,,,7007
,6336,,,,6944
,3520,,,,7040
,5856,,,,6976
,3456,,,,7007
,16832,,,,6976
,6208,,,,7040
,3456,,,,6976
,5984,,,,6976
,3456,,,,6976
,5984,,,,7007
,3456,,,,6944
,17088,,,,7680
,5952,,,,7712
,3487,,,,7744
,5952,,,,7744
,3456,,,,7712
,5920,,,,7744
,3424,,,,7680
,16768,,,,7681
,6176,,,,7008
,3456,,,,7008
,6016,,,,6976
,3456,,,,7008
,5952,,,,6976
,3424,,,,6976
,16449,,,,7008
,6080,,,,7040
,3456,,,,6975
,6048,,,,6976
,3520,,,,7008
,6016,,,,6944
,3488,,,,6976
,16704,,,,6943
,6016,,,,6944
,3488,,,,7008
,5920,,,,7712
,3488,,,,7743
,5760,,,,7680
,3488,,,,7680
,17152,,,,7712
,6144,,,,7712
,3488,,,,7713
,5920,,,,7712
,3488,,,,6912
,6047,,,,6976
,3424,,,,6912
,17056,,,,6976
,6048,,,,6912
,3456,,,,6976
,6016,,,,6944
,3456,,,,7007
,5696,,,,7008
,3456,,,,7041
,16608,,,,6944
,6016,,,,7008
,3488,,,,7008
,6048,,,,7072
,3424,,,,7008
,5920,,,,7009
,3488,,,,6912
,16736,,,,7008
,6016,,,,6976
,3424,,,,7040
,5920,,,,6944
,3456,,,,7007
,5696,,,,7008
,3423,,,,7008
,16576,,,,7008
,5984,,,,7008
,3456,,,,7008
,5952,,,,7072
,3456,,,,7039
,5888,,,,7008
,3488,,,,6976
,16992,,,,7008
,6016,,,,6848
,3456,,,,6944
,6111,,,,6880
,3456,,,,6944
,5823,,,,6880
,3488,,,,6912
,16416,,,,6880
,6304,,,,6880
,3424,,,,7808
,6144,,,,7808
,3520,,,,7808
,5888,,,,7839
,3456,,,,7840
,16767,,,,7840
,6080,,,,7840
,3423,,,,7809
,5823,,,,6656
,3520,,,,6688
,5920,,,,6657
,3392,,,,6656
,16352,,,,6656
,5921,,,,6688
,3456,,,,6688
,5920,,,,6592
,3488,,,,6688
,5888,,,,6752
,3424,,,,6688
,16735,,,,6688
,6240,,,,6688
,3424,,,,6656
,5727,,,,6689
,3456,,,,6688
,5888,,,,7008
,3488,,,,6976
,17119,,,,6976
,6016,,,,6976
,3488,,,,6976
,6112,,,,6976
,3392,,,,6976
,5792,,,,6880
,3423,,,,6976
,16256,,,,6976
,6304,,,,6944
,3488,,,,6976
,6400,,,,6976
,3584,,,,7008
,5983,,,,6976
,3488,,,,6976
,16800,,,,6976
,6144,,,,6944
,3424,,,,6944
,6080,,,,7041
,3488,,,,7007
,5920,,,,7008
,3392,,,,6847
,16512,,,,7008
,6624,,,,7712
,3456,,,,7680
,5920,,,,7712
,3456,,,,7649
,6047,,,,7680
,3392,,,,7680
,16607,,,,7712
,5984,,,,7712
,3487,,,,7008
,6016,,,,7008
,3457,,,,7008
,6080,,,,7072
,3456,,,,7040
,16544,,,,7071
,5984,,,,7008
,3553,,,,7072
,5984,,,,7009
,3488,,,,7008
,6080,,,,7008
,3488,,,,7008
,16960,,,,6975
,5920,,,,6976
,3423,,,,7008
,6112,,,,7008
,3456,,,,7680
,5824,,,,7648
,3424,,,,7680
,16511,,,,7679
,6208,,,,7648
,3393,,,,7712
,6080,,,,7712
,3488,,,,7680
,5792,,,,7679
,3488,,,,7680
,16799,,,,7712
,6239,,,,7648
,3456,,,,7712
,5823,,,,7712
,3424,,,,7680
,5760,,,,7713
,3424,,,,7008
,16512,,,,7008
,6208,,,,7072
,3456,,,,7008
,6112,,,,7009
,3456,,,,7040
,5857,,,,7072
,3424,,,,7072
,16768,,,,7712
,6048,,,,7711
,3488,,,,7712
,5792,,,,7744
,3456,,,,7711
,5984,,,,7712
,3488,,,,7712
,16415,,,,7712
,6400,,,,7072
,3488,,,,7040
,5856,,,,7040
,3424,,,,6976
,6016,,,,7072
,3456,,,,6976
,16288,,,,7072
,5760,,,,7007
,3424,,,,7775
,5664,,,,7776
,3424,,,,7744
,5824,,,,7743
,3521,,,,7744
,16416,,,,7712
,6368,,,,7776
,3488,,,,7744
,5824,,,,6944
,3488,,,,6943
,5888,,,,7009
,3456,,,,6912
,16799,,,,6944
,6304,,,,6912
,3552,,,,6944
,6048,,,,6912
,3456,,,,7040
,6112,,,,7008
,3424,,,,7040
,16736,,,,6976
,6240,,,,7040
,3552,,,,7008
,5888,,,,7008
,3520,,,,7040
,5984,,,,6911
,3456,,,,6752
,17024,,,,6784
,6080,,,,6784
,3488,,,,6720
,6016,,,,6816
,3456,,,,6752
,5824,,,,6720
,3456,,,,7040
,16864,,,,6976
,6208,,,,6976
,3424,,,,6976
,6016,,,,7008
,3456,,,,6976
,5888,,,,6975
,3456,,,,6912
,17280,,,,7808
,5952,,,,7776
,3488,,,,7744
,6048,,,,7776
,3456,,,,7776
,5824,,,,7776
,3488,,,,7808
,16672,,,,7745
,6048,,,,7712
,3456,,,,7680
,5889,,,,7680
,3456,,,,7712
,5823,,,,7712
,3392,,,,7680
,16576,,,,7712
,6048,,,,7680
,3456,,,,6976
,6336,,,,6976
,3488,,,,6976
,6143,,,,6976
,3488,,,,6944
,16640,,,,7040
,6208,,,,6976
,3488,,,,7008
,5921,,,,7712
,3488,,,,7744
,5953,,,,7712
,3456,,,,7712
,16640,,,,7744
,6112,,,,7744
,3424,,,,7776
,5888,,,,7744
,3424,,,,6944
,5824,,,,6976
,3424,,,,6944
,17408,,,,6943
,5984,,,,6912
,3456,,,,6976
,5888,,,,6944
,3424,,,,6912
,6048,,,,7008
,3392,,,,7040
,16608,,,,7072
,6273,,,,7008
,3489,,,,7008
,6304,,,,7040
,3456,,,,7039
,5856,,,,7008
,3456,,,,6944
,17216,,,,6720
,6336,,,,6784
,3456,,,,6720
,6240,,,,6752
,3456,,,,6720
,5824,,,,6848
,3424,,,,6784
,16672,,,,7040
,6048,,,,7009
,3520,,,,7009
,5888,,,,7040
,3424,,,,7072
,5728,,,,7040
,3456,,,,7072
,16672,,,,7039
,6336,,,,6880
,3488,,,,7009
,5856,,,,6912
,3488,,,,7040
,5888,,,,6944
,3488,,,,6975
,17120,,,,6912
,6080,,,,6976
,3456,,,,7808
,6112,,,,7809
,3455,,,,7840
,5824,,,,7809
,3456,,,,7744
,16544,,,,7840
,6240,,,,7808
,3488,,,,7776
,5952,,,,6944
,3424,,,,6976
,5824,,,,6912
,3424,,,,6976
,16864,,,,6944
,5920,,,,7008
,3455,,,,6944
,5952,,,,6945
,3425,,,,7776
,5664,,,,7712
,3423,,,,7776
,16800,,,,7776
,5856,,,,7712
,3456,,,,7744
,6049,,,,7745
,3520,,,,7745
,5984,,,,6913
,3488,,,,6752
,16864,,,,6816
,6144,,,,6752
,3456,,,,6689
,6016,,,,6752
,3424,,,,6784
,6112,,,,6816
,3423,,,,7840
,16768,,,,7808
,5984,,,,7841
,3520,,,,7808
,5952,,,,7808
,3424,,,,7872
,5920,,,,7808
,3488,,,,7809
,16832,,,,6944
,5889,,,,6912
,3424,,,,7008
,6048,,,,6913
,3456,,,,6943
,6144,,,,6912
,3456,,,,6976
,17088,,,,6848
,6048,,,,7809
,3456,,,,7808
,6208,,,,7776
,3456,,,,7808
,5824,,,,7840
,3488,,,,7872
,16480,,,,7840
,6176,,,,7808
,3488,,,,7072
,6240,,,,7040
,3424,,,,7008
,5728,,,,7008
,3488,,,,7008
,16576,,,,6975
,6207,,,,7040
,3552,,,,6976
,6080,,,,6976
,3488,,,,7008
,5953,,,,7008
,3488,,,,6944
,16543,,,,7040
,6048,,,,6976
,3457,,,,7008
,6112,,,,6976
,3457,,,,7839
,5888,,,,7808
,3456,,,,7840
,16545,,,,7840
,6272,,,,7809
,3487,,,,7808
,6048,,,,7808
,3456,,,,7808
,5856,,,,6944
,3392,,,,6784
,16576,,,,6720
,5983,,,,6720
,3424,,,,6752
,6303,,,,6784
,3456,,,,6720
,5887,,,,6720
,3392,,,,7808
,16448,,,,7807
,6112,,,,7776
,3553,,,,7744
,5951,,,,7776
,3456,,,,7776
,5792,,,,7808
,3552,,,,7776
,16736,,,,6592
,5984,,,,6624
,3487,,,,6656
,6048,,,,6624
,3424,,,,6656
,5984,,,,6624
,3424,,,,6624
,16576,,,,6592
,6176,,,,7008
,3392,,,,6784
,6400,,,,6784
,3456,,,,6785
,5953,,,,6816
,3456,,,,6816
,16480,,,,6784
,5856,,,,6816
,3456,,,,6913
,6079,,,,6752
,3424,,,,6784
,5791,,,,6816
,3488,,,,6721
,16768,,,,6752
,6112,,,,6752
,3456,,,,6720
,6111,,,,7680
,3488,,,,7745
,5824,,,,7712
,3456,,,,7680
,16800,,,,7744
,6176,,,,7712
,3488,,,,7712
,6048,,,,7680
,3488,,,,7009
,5888,,,,7008
,3424,,,,7072
,16641,,,,7072
,6144,,,,7008
,3456,,,,7008
,5888,,,,7040
,3487,,,,7040
,5888,,,,6944
,3456,,,,6720
,17344,,,,6752
,6112,,,,6720
,3456,,,,6816
,6080,,,,6720
,3424,,,,6719
,5984,,,,6816
,3424,,,,7744
,16992,,,,7744
,6080,,,,7807
,3488,,,,7776
,6048,,,,7711
,3488,,,,7712
,5791,,,,7744
,3520,,,,7744
,16991,,,,6880
,6112,,,,6688
,3456,,,,6720
,6176,,,,6815
,3424,,,,6752
,5760,,,,6752
,3423,,,,6720
,16992,,,,6720
,5951,,,,6976
,3488,,,,6976
,5888,,,,6976
,3424,,,,6976
,5856,,,,6976
,3456,,,,6912
,16704,,,,6976
,6176,,,,6945
,3456,,,,6976
,6048,,,,6944
,3488,,,,7008
,5632,,,,6945
,3456,,,,6976
,16768,,,,6943
,6144,,,,6944
,3456,,,,6976
,5920,,,,7072
,3456,,,,7008
,5856,,,,7040
,3424,,,,7009
,16832,,,,7073
,6016,,,,7008
,3360,,,,7040
,5888,,,,6976
,3488,,,,6976
,6144,,,,6945
,3424,,,,7040
,17280,,,,6943
,6208,,,,6944
,3488,,,,6976
,6240,,,,7008
,3456,,,,6976
,5728,,,,7744
,3552,,,,7776
,16832,,,,7744
,6112,,,,7776
,3424,,,,7744
,5888,,,,7776
,3488,,,,7743
,5920,,,,7745
,3423,,,,6624
,16479,,,,6623
,6400,,,,6592
,3456,,,,6623
,6208,,,,6591
,3423,,,,6656
,5856,,,,6624
,3488,,,,6624
,16672,,,,7008
,6047,,,,6880
,3488,,,,7039
,6048,,,,7008
,3424,,,,6976
,6016,,,,6976
,3488,,,,7008
,16992,,,,6944
,6047,,,,6912
,3456,,,,6880
,5984,,,,6944
,3360,,,,6913
,5727,,,,6880
,3424,,,,6881
,16640,,,,6911
,6304,,,,6848
,3424,,,,7808
,5889,,,,7808
,3456,,,,7840
,6240,,,,7809
,3456,,,,7807
,16512,,,,7775
,6112,,,,7808
,3551,,,,7840
,5952,,,,6688
,3391,,,,6656
,6112,,,,6720
,3521,,,,6720
,16768,,,,6623
,6112,,,,6656
,3552,,,,6689
,6175,,,,6720
,3424,,,,7743
,6240,,,,7712
,3456,,,,7712
,16608,,,,7712
,6335,,,,7712
,3488,,,,7712
,5984,,,,7680
,3392,,,,7713
,5729,,,,6976
,3488,,,,7072
,16480,,,,6976
,6015,,,,7008
,3424,,,,6976
,6048,,,,7040
,3424,,,,6945
,6111,,,,7040
,3456,,,,7743
,16896,,,,7776
,6080,,,,7776
,3456,,,,7775
,5952,,,,7776
,3487,,,,7776
,6048,,,,7776
,3456,,,,7808
,16480,,,,7040
,6016,,,,7072
,3360,,,,7040
,5984,,,,7040
,3424,,,,7040
,5728,,,,7008
,3457,,,,7008
,16543,,,,7072
,5952,,,,6976
,3456,,,,7008
,5760,,,,7008
,3424,,,,6944
,5952,,,,6976
,3487,,,,6976
,16544,,,,6944
,6080,,,,6944
,3488,,,,6943
,6144,,,,6816
,3392,,,,6784
,6080,,,,6816
,3424,,,,6816
,17056,,,,6816
,6080,,,,6816
,3488,,,,6816
,5920,,,,7711
,3456,,,,7712
,5984,,,,7713
,3392,,,,7712
,16480,,,,7712
,6240,,,,7712
,3488,,,,7680
,5920,,,,7712
,3520,,,,7040
,5664,,,,6976
,3520,,,,7009
,16672,,,,7009
,6080,,,,7008
,3520,,,,7008
,5920,,,,7008
,3456,,,,6944
,6112,,,,7712
,3392,,,,7712
,16736,,,,7712
,6176,,,,7744
,3488,,,,7712
,6112,,,,7712
,3424,,,,7680
,5760,,,,7711
,3488,,,,7105
,16832,,,,7040
,6080,,,,7072
,3456,,,,7104
,6016,,,,7040
,3456,,,,7041
,5888,,,,7040
,3392,,,,7072
,16992,,,,6944
,6016,,,,6976
,3488,,,,6976
,6015,,,,7008
,3424,,,,7008
,5824,,,,6976
,3456,,,,6976
,16896,,,,6944
,6208,,,,7008
,3424,,,,6816
,5856,,,,6816
,3455,,,,6816
,6368,,,,6785
,3456,,,,6880
,16672,,,,6816
,5952,,,,6784
,3616,,,,7009
,5920,,,,7008
,3520,,,,6976
,5983,,,,6976
,3424,,,,7008
,16864,,,,7008
,6080,,,,7007
,3488,,,,6976
,5984,,,,7071
,3488,,,,7072
,6016,,,,7072
,3425,,,,7008
,16384,,,,7008
,6016,,,,7008
,3424,,,,7040
,5984,,,,7072
,3456,,,,6624
,5952,,,,6624
,3457,,,,6624
,16576,,,,6656
,5984,,,,6624
,3552,,,,6688
,5952,,,,6624
,3424,,,,6688
,5888,,,,6688
,3425,,,,6687
,16416,,,,6719
,6016,,,,6687
,3520,,,,6560
,5856,,,,6688
,3520,,,,6688
,6016,,,,6688
,3424,,,,7008
,16928,,,,6944
,5984,,,,6945
,3456,,,,7008
,6016,,,,6976
,3456,,,,7008
,6208,,,,6976
,3392,,,,7008
,17152,,,,6944
,6016,,,,6784
,3520,,,,6783
,5985,,,,6784
,3488,,,,6784
,5984,,,,6816
,3456,,,,6848
,17088,,,,6848
,5888,,,,6976
,3456,,,,7008
,5888,,,,7008
,3488,,,,7008
,6079,,,,7008
,3456,,,,6976
,16736,,,,6976
,6112,,,,6944
,3552,,,,6912
,5984,,,,6976
,3456,,,,6976
,6048,,,,7008
,3520,,,,7008
,16256,,,,7008
,6176,,,,7008
,3488,,,,7007
,6176,,,,7711
,3489,,,,7680
,5888,,,,7680
,3424,,,,7680
,16832,,,,7744
,6240,,,,7680
,3456,,,,7744
,6079,,,,7712
,3488,,,,6880
,5984,,,,7009
,3360,,,,7039
,16448,,,,6944
,6207,,,,7040
,3455,,,,6976
,6048,,,,7008
,3520,,,,6911
,5887,,,,6976
,3488,,,,6912
,16672,,,,6976
,5985,,,,6912
,3520,,,,6977
,6144,,,,6944
,3489,,,,7008
,5889,,,,6944
,3456,,,,7776
,16896,,,,7744
,6208,,,,7744
,3455,,,,7712
,6143,,,,7745
,3488,,,,7776
,6016,,,,7744
,3488,,,,7776
,17152,,,,7040
,6112,,,,6976
,3488,,,,7008
,6048,,,,6944
,3456,,,,6976
,5919,,,,7008
,3456,,,,7008
,16768,,,,7008
,5984,,,,7040
,3456,,,,7040
,5920,,,,7073
,3456,,,,7040
,5952,,,,7008
,3456,,,,7008
,16512,,,,7008
,6048,,,,7039
,3424,,,,6976
,6016,,,,7040
,3456,,,,7008
,6208,,,,7009
,3424,,,,7073
,16832,,,,6848
,6208,,,,7040
,3456,,,,7008
,6207,,,,7007
,3488,,,,7040
,5760,,,,7040
,3488,,,,7040
,16863,,,,7040
,6336,,,,7073
,3487,,,,7072
,5888,,,,7040
,3456,,,,6944
,5984,,,,6912
,3520,,,,6880
,17024,,,,6911
,5985,,,,6912
,3456,,,,6944
,5887,,,,6944
,3488,,,,6944
,5888,,,,7775
,3456,,,,7776
,17120,,,,7776
,5984,,,,7808
,3456,,,,7808
,5984,,,,7809
,3488,,,,7776
,5855,,,,7808
,3424,,,,6656
,16576,,,,6656
,5920,,,,6656
,3552,,,,6721
,6144,,,,6656
,3424,,,,6656
,6208,,,,6688
,3424,,,,6656
,16287,,,,6656
,6047,,,,6720
,3424,,,,6688
,6112,,,,6688
,3424,,,,6656
,5856,,,,6624
,3456,,,,6720
,16544,,,,6720
,6240,,,,7009
,3487,,,,7007
,5952,,,,6976
,3456,,,,7008
,5952,,,,6912
,3424,,,,6976
,16544,,,,6944
,6112,,,,6976
,3488,,,,6976
,5920,,,,7009
,3424,,,,7040
,5920,,,,7008
,3456,,,,6976
,16992,,,,7008
,6527,,,,7008
,3488,,,,7008
,6048,,,,6976
,3424,,,,6975
,6049,,,,7009
,3456,,,,7009
,16480,,,,6913
,5920,,,,7007
,3488,,,,7040
,6080,,,,7008
,3424,,,,7648
,6112,,,,7648
,3456,,,,7648
,16864,,,,7648
,5984,,,,7648
,3489,,,,7616
,5920,,,,7648
,3424,,,,7648
,5792,,,,6976
,3424,,,,7009
,16928,,,,6976
,6208,,,,6944
,3456,,,,7007
,5888,,,,7072
,3392,,,,7008
,5728,,,,7040
,3425,,,,6976
,16768,,,,6976
,6112,,,,7008
,3457,,,,6976
,6112,,,,6912
,3456,,,,7008
,5760,,,,6976
,3456,,,,6976
,17120,,,,7680
,6464,,,,7712
,3489,,,,7616
,6016,,,,7616
,3488,,,,7680
,6080,,,,7648
,3456,,,,7648
,17024,,,,7616
,6112,,,,7648
,3456,,,,7648
,6016,,,,7616
,3424,,,,7616
,5856,,,,7648
,3520,,,,7648
,16768,,,,7712
,6207,,,,7680
,3488,,,,6944
,6176,,,,7072
,3456,,,,6976
,5920,,,,7040
,3455,,,,7008
,16736,,,,7040
,6176,,,,6976
,3456,,,,7040
,6016,,,,7680
,3424,,,,7712
,5824,,,,7680
,3456,,,,7712
,16705,,,,7712
,6144,,,,7712
,3583,,,,7679
,6016,,,,7744
,3424,,,,7040
,5856,,,,7008
,3520,,,,7040
,16896,,,,7072
,6016,,,,7008
,3489,,,,7040
,6048,,,,7040
,3425,,,,7040
,6080,,,,7808
,3391,,,,7808
,16672,,,,7776
,5952,,,,7743
,3393,,,,7743
,5984,,,,7743
,3423,,,,7776
,6240,,,,7744
,3392,,,,6976
,16767,,,,7008
,6303,,,,7008
,3424,,,,6976
,6048,,,,6976
,3456,,,,7008
,5825,,,,6976
,3424,,,,6976
,16576,,,,7040
,6144,,,,7072
,3520,,,,7041
,5920,,,,7072
,3424,,,,7072
,5664,,,,7073
,3488,,,,7040
,16607,,,,7072
,6048,,,,6816
,3424,,,,6720
,5920,,,,6720
,3456,,,,6720
,5920,,,,6720
,3424,,,,6752
,16640,,,,6752
,6112,,,,6752
,3488,,,,7008
,6016,,,,7040
,3488,,,,6976
,5889,,,,6976
,3520,,,,7007
,16576,,,,7008
,6304,,,,7008
,3456,,,,7040
,5952,,,,7776
,3456,,,,7776
,5984,,,,7744
,3585,,,,7775
,16832,,,,7776
,6112,,,,7808
,3424,,,,7744
,6145,,,,7744
,3488,,,,7712
,5825,,,,7712
,3456,,,,7711
,16736,,,,7776
,6336,,,,7744
,3520,,,,7711
,6272,,,,7680
,3488,,,,7744
,5631,,,,7008
,3456,,,,6976
,17056,,,,7008
,5952,,,,7040
,3487,,,,6976
,6112,,,,6944
,3456,,,,7008
,5952,,,,6976
,3456,,,,7776
