max_pool,bn_fw_inf,unrolled_elementwise,elementwise_grid_stride,sgemm_128x64_nn,sgemm_64x64_nn
,5888,,,30272,6689
,3488,,,12000,7744
,16959,,,30304,7776
,5984,,,30688,7776
,3424,,,12064,7744
,5984,,,30271,7744
,3456,,,30464,7744
,5919,,,12064,7744
,3488,,,30304,7776
,16384,,,30624,7040
,6240,,,12096,7007
,3553,,,30207,7040
,5888,,,30560,7040
,3456,,,12192,7008
,5984,,,29888,7008
,3616,,,30463,7071
,16864,,,12127,7040
,6208,,,30368,7776
,3488,,,30528,7776
,6048,,,12065,7775
,3456,,,30144,7776
,5952,,,30816,7745
,3456,,,11936,7776
,16735,,,30464,7743
,6304,,,30784,7776
,3424,,,11968,7072
,6016,,,30336,7008
,3488,,,30368,7008
,6048,,,12000,7008
,3456,,,30336,7040
,16544,,,30655,7008
,6240,,,11968,7008
,3488,,,29920,6976
,6112,,,30720,6976
,3487,,,12064,6912
,6112,,,30528,6945
,3424,,,30656,6881
,16640,,,12000,7007
,6176,,,30208,6945
,3424,,,30656,7007
,5856,,,12064,6944
,3424,,,30016,6944
,5952,,,30816,6944
,3488,,,12032,6912
,17185,,,30079,6784
,5920,,,29984,6816
,3488,,,12096,6880
,6049,,,30368,6880
,3456,,,31072,6816
,5856,,,12031,7680
,3456,,,30240,7680
,16416,,,30496,7681
,6272,,,12031,7745
,3424,,,30175,7712
,6016,,,30304,7745
,3455,,,11968,7713
,5951,,,30591,7712
,3425,,,30559,7040
,16992,,,11936,7008
,6272,,,30112,7040
,3520,,,30656,7008
,6144,,,12192,6944
,3424,,,30304,6912
,5920,,,30624,6912
,3423,,,12001,6976
,16512,,,30368,7712
,6304,,,30528,7648
,3488,,,12129,7680
,6016,,,30431,7680
,3424,,,30623,7680
,5888,,,12256,7680
,3520,,,30272,7680
,17120,,,30656,7647
,5920,,,12096,7072
,3456,,,30081,7040
,5952,,,30432,7040
,3488,,,12064,7008
,5920,,,30176,7008
,3457,,,30592,7040
,16639,,,12032,7008
,6016,,,30240,7008
,3488,,,30912,6912
,6112,,,12065,6976
,3489,,,30240,6912
,5984,,,30752,6976
,3456,,,12096,6912
,16480,,,30080,7040
,6016,,,30592,6944
,3488,,,12128,7008
,5952,,,30624,6944
,3520,,,30592,6816
,5760,,,12000,6784
,3456,,,30176,6816
,16415,,,30592,6816
,6080,,,12065,6783
,3360,,,30048,6784
,6176,,,30463,6784
,3391,,,12032,6944
,5920,,,30208,7008
,3456,,,30624,6944
,16224,,,12096,6944
,6112,,,30432,6944
,3424,,,30560,7008
,6209,,,12128,6945
,3456,,,30112,7008
,5792,,,30495,7008
,3424,,,12096,7040
,16448,,,30303,7008
,5920,,,30656,7040
,3489,,,12000,6976
,6336,,,30240,7008
,3456,,,30688,6976
,5952,,,12064,7072
,3616,,,30176,6656
,16416,,,30528,6624
,5984,,,12128,6656
,3424,,,30207,6592
,5920,,,30592,6623
,3584,,,12000,6656
,5920,,,30240,6624
,3488,,,30432,6624
,16544,,,12064,6688
,6112,,,30496,6688
,3456,,,30752,6624
,6048,,,12064,6688
,3424,,,30080,6656
,5887,,,30624,6688
,3424,,,12064,6656
,17536,,,30368,6720
,6176,,,30528,7008
,3520,,,12032,6943
,6080,,,30175,6976
,3456,,,30240,6943
,5824,,,12000,6976
,3488,,,30336,6975
,16800,,,30368,6976
,6048,,,12033,6944
,3488,,,30080,6944
,5984,,,31008,6816
,3520,,,11744,6848
,5888,,,30432,6816
,3456,,,30400,6815
,16352,,,12096,6785
,6112,,,30240,6816
,3423,,,30464,6784
,5888,,,12032,7007
,3456,,,30336,6975
,5824,,,30816,6976
,3456,,,12064,6975
,16992,,,30272,6976
,6400,,,30176,6944
,3423,,,11936,6847
,6176,,,30719,6944
,3520,,,30752,7040
,6048,,,12224,6976
,3392,,,30304,7040
,17152,,,30464,7008
,6144,,,12032,7008
,3487,,,30208,6976
,6176,,,30592,6880
,3423,,,12000,6944
,5728,,,30464,7744
,3488,,,30560,7680
,16928,,,12096,7712
,5952,,,30240,7680
,3487,,,30944,7744
,5952,,,11999,7712
,3520,,,30367,7680
,6144,,,30496,7712
,3424,,,11969,7040
,16672,,,30272,6945
,6079,,,30528,6880
,3391,,,12000,7039
,6240,,,30624,7008
,3423,,,30496,6976
,5728,,,12001,6976
,3488,,,30720,7040
,16480,,,30527,7008
,6112,,,12032,6944
,3488,,,30496,6944
,5952,,,30528,6976
,3456,,,12064,6976
,5824,,,30368,6976
,3457,,,30784,6976
,16672,,,12064,6944
,5984,,,30560,7744
,3424,,,30560,7745
,6049,,,12064,7680
,3456,,,30079,7712
,5984,,,30208,7744
,3424,,,12065,7712
,16607,,,30305,7680
,6016,,,30719,7744
,3487,,,12064,6944
,6080,,,30144,6976
,3392,,,30112,6912
,5856,,,12000,6976
,3488,,,30368,6911
,16608,,,30592,6976
,6336,,,12063,6944
,3424,,,30368,6976
,5952,,,30624,6975
,3424,,,12000,7072
,5952,,,30272,6944
,3392,,,30624,7072
,16576,,,12095,6976
,5953,,,30208,7072
,3488,,,30720,6945
,6432,,,12064,7040
,3456,,,30208,6912
,6016,,,30463,7040
,3585,,,12064,7007
,16576,,,30048,6880
,6304,,,30655,7008
,3489,,,12064,7008
,5983,,,30272,6816
,3455,,,30688,7040
,5920,,,11968,6976
,3488,,,30400,7072
,16992,,,30624,6976
,6240,,,12095,7040
,3520,,,30944,7009
,6048,,,30495,7071
,3488,,,12000,7008
,5951,,,30560,7040
,3456,,,30528,6848
,16576,,,12128,6912
,6080,,,30272,6912
,3457,,,30528,6880
,5920,,,12128,6912
,3456,,,30272,6912
,5888,,,30368,6879
,3520,,,12096,6912
,16768,,,30688,7808
,6048,,,30688,7808
,3488,,,12064,7839
,5952,,,30336,7872
,3456,,,30624,7872
,5984,,,12031,7904
,3456,,,30496,7840
,17215,,,30368,7840
,6048,,,12160,6688
,3488,,,29952,6720
,6112,,,30592,6752
,3520,,,12000,6624
,5984,,,30272,6688
,3456,,,30304,6656
,16543,,,12032,6720
,6080,,,30464,6528
,3488,,,30368,6720
,6016,,,12096,6688
,3425,,,30240,6687
,5920,,,30432,6688
,3488,,,12065,6656
,16864,,,30336,6656
,5888,,,30464,6656
,3424,,,12032,6624
,6049,,,30144,6976
,3456,,,30720,7008
,5695,,,12127,6976
,3520,,,30175,7008
,16959,,,30497,7008
,6177,,,12000,6976
,3424,,,30400,7009
,6240,,,30784,7008
,3425,,,12128,6976
,6112,,,30240,6976
,3424,,,30560,6976
,16799,,,12065,7008
,6304,,,30240,6976
,3488,,,30432,7008
,5920,,,12064,6976
,3424,,,30624,6976
,5856,,,30560,6976
,3423,,,12000,7040
,17280,,,30079,6944
,5984,,,30784,6976
,3489,,,12032,6976
,5856,,,30176,7008
,3424,,,30304,7008
,6272,,,12128,7008
,3423,,,30432,7680
,16960,,,30720,7712
,6048,,,12064,7680
,3488,,,30240,7680
,5856,,,30592,7680
,3488,,,12000,7712
,5824,,,30240,7680
,3456,,,30688,7744
,17184,,,11936,7072
,6080,,,30177,7008
,3424,,,30527,7040
,6080,,,12320,7072
,3424,,,30368,7072
,5984,,,30112,7040
,3520,,,12000,7040
,16704,,,30431,7072
,6016,,,30720,6976
,3456,,,12063,6977
,6048,,,30336,6976
,3424,,,30816,6976
,5983,,,11904,7007
,3424,,,30048,7008
,16736,,,30752,6976
,6175,,,12032,6976
,3488,,,30432,7680
,5984,,,30336,7680
,3488,,,12032,7712
,5856,,,30432,7712
,3456,,,30560,7648
,16928,,,12063,7680
,6016,,,30560,7680
,3456,,,30495,7744
,6176,,,12096,7712
,3456,,,30240,7712
,5824,,,30208,7680
,3456,,,12128,7712
,16864,,,30432,7680
,6272,,,30528,7680
,3520,,,12064,7648
,5920,,,30400,7680
,3424,,,30592,7040
,5825,,,12032,7040
,3488,,,30239,7040
,16224,,,30816,7072
,6048,,,12000,7040
,3488,,,30368,7008
,5951,,,30528,7008
,3456,,,12064,7008
,5824,,,30464,7712
,3488,,,30560,7680
,16480,,,12096,7744
,6112,,,30272,7712
,3424,,,30720,7712
,5983,,,12064,7712
,3488,,,30112,7712
,6048,,,30496,7712
,3424,,,11936,7105
,16671,,,30304,6976
,5952,,,30400,7040
,3424,,,12032,6976
,6208,,,29984,7040
,3488,,,30400,7008
,5824,,,12064,7072
,3424,,,30528,6976
,17152,,,30559,7744
,5985,,,12032,7808
,3424,,,30336,7776
,5952,,,30368,7744
,3424,,,12064,7776
,5856,,,30240,7776
,3423,,,30624,7808
,16288,,,12129,7775
,6400,,,30208,6944
,3424,,,30624,6944
,5888,,,11936,6976
,3424,,,30207,6976
,5823,,,30240,6976
,3456,,,12000,6912
,16608,,,30144,6976
,6048,,,30464,6945
,3392,,,11776,7040
,5888,,,30208,6976
,3424,,,30560,6944
,5792,,,11935,6976
,3489,,,30432,7072
,16415,,,30720,6976
,6015,,,12128,7040
,3488,,,30176,6976
,6144,,,30816,6880
,3455,,,12096,6752
,5856,,,30368,6753
,3488,,,30752,6752
,16768,,,12064,6816
,6144,,,30399,6752
,3456,,,30623,6752
,6080,,,12096,6720
,3520,,,30399,7041
,5888,,,30591,6976
,3455,,,12128,7008
,17408,,,30368,6944
,6176,,,30880,7008
,3456,,,11968,6944
,5887,,,30528,7071
,3424,,,30560,6944
,5984,,,11936,7776
,3392,,,30207,7744
,16832,,,30687,7776
,5856,,,12000,7809
,3488,,,30401,7776
,5856,,,30208,7776
,3456,,,12064,7808
,5824,,,30048,7744
,3424,,,30336,7712
,16192,,,12064,7712
,6048,,,30400,7680
,3391,,,30720,7712
,5984,,,11999,7712
,3456,,,30048,7712
,5888,,,31071,7712
,3392,,,12064,7680
,16736,,,30304,6976
,6112,,,30624,7008
,3456,,,12064,6976
,6080,,,30111,6976
,3455,,,30656,6944
,5792,,,11968,6976
,3488,,,30176,6944
,16416,,,30560,7007
,6304,,,12064,7745
,3424,,,30144,7711
,5951,,,30496,7776
,3456,,,11999,7744
,5760,,,30496,7712
,3424,,,30624,7744
,16384,,,12095,7744
,6048,,,30080,7712
,3583,,,30623,6912
,5984,,,12064,6912
,3392,,,30304,6976
,5952,,,30848,6976
,3424,,,12032,6880
,16928,,,30688,6752
,6047,,,30367,7007
,3552,,,12032,6944
,6176,,,30207,7072
,3488,,,30624,7008
,5920,,,12000,7040
,3425,,,30463,7008
,16928,,,30751,7041
,6111,,,12000,7071
,3392,,,30432,7040
,6176,,,30560,7072
,3488,,,12032,6912
,5984,,,30239,6720
,3487,,,30944,6721
,16992,,,12000,6752
,6144,,,30176,6752
,3456,,,30496,6816
,6240,,,11936,6720
,3488,,,30432,6688
,5760,,,30431,7040
,3488,,,11936,7040
,16511,,,30176,7072
,6112,,,30399,7007
,3456,,,12000,7103
,6144,,,29920,7040
,3488,,,30368,7040
,6272,,,12063,6912
,3488,,,30239,6976
,16640,,,30528,6976
,6017,,,12192,6976
,3455,,,30560,7040
,6016,,,30496,6944
,3424,,,11936,7008
,6080,,,30271,6912
,3392,,,30336,6976
,16832,,,12000,7809
,6304,,,30304,7776
,3456,,,30559,7808
,5921,,,12000,7776
,3424,,,30240,7776
,5888,,,30528,7776
,3392,,,12064,7808
,16928,,,30176,7745
,6304,,,30592,6944
,3457,,,12063,6976
,6368,,,30240,6912
,3488,,,30207,7007
,5952,,,11999,6944
,3456,,,30015,7040
,17056,,,30560,6944
,6176,,,12096,6976
,3424,,,30272,7744
,5920,,,30560,7711
,3488,,,12000,7712
,5792,,,30431,7744
,3392,,,30495,7744
,16224,,,12064,7744
,5984,,,30336,7776
,3488,,,30881,7744
,6176,,,12064,6880
,3520,,,30303,6752
,5856,,,30336,6720
,3457,,,12064,6720
,16928,,,30271,6784
,6016,,,30592,6752
,3456,,,12000,6879
,6176,,,30368,6752
,3520,,,30592,7840
,5855,,,12064,7808
,3424,,,30559,7840
,16415,,,30368,7808
,6016,,,12064,7808
,3456,,,30112,7808
,6080,,,30400,7808
,3520,,,12064,7808
,6016,,,30240,6976
,3488,,,30240,6943
,16831,,,12064,6976
,6272,,,30367,6944
,3456,,,30624,6976
,5920,,,12000,6944
,3424,,,30431,7008
,5951,,,30432,6945
,3424,,,12065,7808
,16800,,,30400,7840
,6240,,,30240,7808
,3488,,,12032,7840
,6112,,,30208,7840
,3424,,,30336,7840
,5856,,,12064,7776
,3488,,,30304,7808
,16959,,,30335,7040
,6112,,,12064,6976
,3456,,,30240,7041
,6080,,,30528,7008
,3551,,,12096,7040
,6144,,,30304,7008
,3424,,,30271,7072
,17087,,,12128,6976
,6240,,,30112,6976
,3456,,,30304,6816
,5920,,,12032,7008
,3456,,,30144,6816
,5728,,,30496,7008
,3521,,,11936,6944
,17248,,,30240,7008
,6111,,,30688,6976
,3520,,,12288,7841
,5953,,,30400,7872
,3488,,,30464,7840
,5696,,,12063,7808
,3423,,,30367,7841
,16671,,,30303,7807
,6112,,,12000,7808
,3520,,,30272,7808
,6240,,,30176,6944
,3456,,,12128,6751
,5792,,,30176,6816
,3488,,,30592,6752
,16448,,,12128,6752
,5792,,,30176,6752
,3456,,,30624,6752
,6016,,,12064,6816
,3488,,,30207,7776
,5920,,,29888,7776
,3488,,,12064,7776
,16161,,,29984,7776
,6048,,,30784,7776
,3488,,,12032,7808
,5920,,,30208,7775
,3455,,,30688,7808
,6305,,,12032,6624
,3488,,,30752,6624
,16640,,,30496,6624
,5984,,,12096,6560
,3552,,,30304,6624
,5952,,,30592,6624
,3455,,,11967,6624
,5824,,,30304,6591
,3456,,,30559,6944
,17184,,,12129,6879
,6112,,,30079,6784
,3392,,,30400,6784
,6016,,,12096,6816
,3456,,,30272,6816
,5889,,,30496,6784
,3488,,,12064,6848
,16864,,,30400,6880
,5983,,,30688,6752
,3424,,,12160,6783
,5825,,,30176,6753
,3488,,,30496,6752
,5856,,,11872,6848
,3424,,,30303,6752
,17344,,,30783,6719
,5952,,,11936,7679
,3487,,,30208,7712
,5983,,,30720,7712
,3456,,,11968,7712
,5856,,,30464,7743
,3424,,,30720,7711
,17023,,,12064,7711
,6112,,,30208,7712
,3456,,,30368,7008
,6304,,,12000,7072
,3455,,,30175,7041
,5920,,,30912,7040
,3424,,,12032,7040
,16480,,,30655,7008
,6240,,,30623,7040
,3424,,,12095,7071
,6015,,,30463,6944
,3456,,,30048,6720
,5888,,,12063,6784
,3456,,,30303,6752
,16736,,,30656,6752
,6080,,,11968,6720
,3455,,,30112,6752
,6016,,,30176,6720
,3488,,,12032,7712
,5952,,,30368,7711
,3456,,,30687,7776
,16864,,,12096,7808
,6080,,,30336,7744
,3457,,,30656,7712
,6432,,,12000,7712
,3423,,,30400,7744
,6112,,,30560,6880
,3584,,,12063,6721
,16960,,,30464,6720
,6176,,,30431,6720
,3488,,,12032,6751
,5888,,,30144,6720
,3520,,,30752,6752
,5951,,,12064,6720
,3456,,,30240,6976
,16895,,,30399,6976
,6208,,,12065,6976
,3488,,,30496,6944
,6112,,,30368,6976
,3424,,,12000,6911
,5887,,,30463,6976
,3520,,,30367,6912
,16928,,,12000,7008
,6144,,,30431,6911
,3457,,,30624,6880
,6176,,,11904,6912
,3424,,,30176,7008
,6048,,,30560,6944
,3456,,,12064,7008
,16288,,,30175,6944
,6016,,,30271,7041
,3552,,,12063,7008
,6048,,,30145,7008
,3520,,,30688,7008
,5887,,,11968,7072
,3424,,,30656,7008
,17152,,,30688,7040
,5984,,,12000,6976
,3552,,,30527,6976
,6240,,,30976,6976
,3456,,,12065,7040
,5984,,,29952,6944
,3424,,,30720,7008
,16960,,,12096,6816
,5984,,,30400,6976
,3488,,,30880,6976
,6368,,,12000,7808
,3520,,,30528,7776
,5920,,,30688,7776
,3424,,,12032,7776
,16928,,,30400,7776
,6496,,,30176,7776
,3456,,,12096,7744
,6079,,,30367,7775
,3488,,,30496,6656
,5888,,,11999,6656
,3488,,,30272,6593
,16992,,,30656,6623
,6111,,,12064,6656
,3456,,,30144,6656
,6144,,,30527,6624
,3552,,,12192,6624
,5728,,,30175,7008
,3423,,,30527,6944
,16576,,,12032,7040
,6016,,,30240,6943
,3488,,,29984,7008
,5985,,,12032,6976
,3488,,,30272,6912
,5856,,,30656,6944
,3456,,,12096,6912
,16896,,,30175,6848
,6176,,,30368,6912
,3489,,,12000,6912
,5983,,,30335,6944
,3520,,,30336,6880
,5696,,,12000,6944
,3456,,,30464,6879
,16223,,,30720,7808
,6080,,,12256,7840
,3488,,,30401,7840
,6048,,,30495,7809
,3424,,,12065,7776
,5888,,,30272,7808
,3488,,,30560,7840
,16864,,,12128,7776
,6080,,,30464,6688
,3456,,,30400,6624
,6239,,,12064,6688
,3456,,,30464,6688
,5952,,,30048,6688
,3456,,,12065,6625
,16992,,,30561,6688
,6080,,,30079,6624
,3488,,,12128,7712
,6240,,,30688,7744
,3489,,,30912,7712
,6015,,,12000,7713
,3456,,,30208,7744
,16479,,,30432,7744
,6048,,,12064,7743
,3487,,,30112,7744
,5952,,,30240,6976
,3489,,,12064,7008
,5696,,,30528,7008
,3456,,,30688,7008
,16863,,,12096,6976
,5952,,,30432,7008
,3455,,,30496,6976
,6047,,,12032,7071
,3424,,,30144,7744
,5920,,,30816,7808
,3457,,,12159,7808
,17311,,,30400,7776
,5888,,,30464,7776
,3489,,,11969,7776
,6240,,,30560,7807
,3456,,,30751,7776
,5824,,,12000,7071
,3456,,,30431,7071
,16320,,,30592,7040
,6240,,,12032,7040
,3424,,,30368,7040
,6016,,,30656,7073
,3424,,,12064,7039
,5984,,,30080,7008
,3488,,,30752,6976
,16896,,,11967,7008
,6016,,,30432,6976
,3456,,,30559,6976
,6016,,,12064,6944
,3456,,,30399,6975
,6016,,,30527,6976
,3456,,,12096,6944
,17152,,,30176,6944
,6048,,,30559,6880
,3488,,,12127,6880
,6048,,,30335,6816
,3424,,,30751,6784
,5760,,,12032,6816
,3488,,,30336,6784
,16672,,,30816,6816
,6016,,,12064,7681
,3488,,,30240,7712
,5824,,,30592,7743
,3456,,,11936,7712
,5696,,,30623,7712
,3520,,,30496,7680
,16672,,,12064,7711
,6080,,,29952,7713
,3456,,,30176,7008
,6176,,,12064,6976
,3456,,,30464,6976
,5856,,,30528,6944
,3488,,,11999,6976
,16768,,,30336,6976
,6144,,,30144,7008
,3489,,,12000,6976
,5824,,,30527,7712
,3488,,,30400,7711
,5824,,,12032,7712
,3456,,,30592,7679
,16639,,,30656,7712
,5984,,,12064,7616
,3456,,,30272,7680
,6208,,,30176,7679
,3393,,,12032,7040
,5920,,,30399,7071
,3456,,,30304,7072
,17440,,,12064,7040
,6016,,,30592,7040
,3456,,,30432,7040
,6240,,,12000,7040
,3424,,,30111,7040
,5856,,,30496,6944
,3424,,,12128,6975
,16992,,,30368,6976
,6144,,,30624,6976
,3488,,,12032,6976
,5856,,,30336,6976
,3424,,,30624,7007
,5887,,,12032,6976
,3392,,,30207,6944
,16928,,,30399,6816
,5921,,,12160,6783
,3488,,,30272,6816
,5855,,,30432,6784
,3456,,,12032,6784
,5856,,,30304,6944
,3425,,,30464,6784
,16288,,,12032,6976
,6080,,,30336,6944
,3424,,,30656,6976
,6144,,,12032,6976
,3424,,,30336,6976
,6240,,,30624,6976
,3488,,,12000,7008
,16704,,,30272,6944
,6016,,,30656,7072
,3456,,,12159,7072
,6272,,,30400,7040
,3456,,,30496,7039
,5888,,,12000,7040
,3456,,,30559,7008
,16672,,,30432,7040
,6304,,,12064,7040
,3360,,,30176,6624
,6112,,,30400,6624
,3424,,,12096,6624
,5888,,,30368,6623
,3424,,,30688,6624
,16800,,,12096,6624
,6208,,,30463,6656
,3488,,,30495,6656
,6048,,,11904,6688
,3488,,,30336,6688
,6048,,,30528,6720
,3488,,,12064,6655
,16736,,,30208,6688
,5920,,,29919,6624
,3488,,,11999,6688
,6016,,,30303,6656
,3391,,,30592,6976
,5727,,,12031,7007
,3424,,,30368,6976
,17376,,,30496,7008
,6079,,,12160,6944
,3456,,,30336,6976
,5856,,,30272,6912
,3520,,,12064,7007
,5920,,,30272,6944
,3488,,,30368,6848
,16672,,,12064,6816
,6080,,,30208,6880
,3456,,,30784,6847
,5760,,,12064,6848
,3456,,,30496,6785
,5888,,,29952,6847
,3425,,,12064,6976
,16320,,,30080,6976
,6304,,,31551,7007
,3456,,,11969,7008
,5920,,,30015,6976
,3424,,,30495,6976
,5983,,,12096,6976
,3520,,,30208,6976
,16256,,,30495,7008
,6048,,,12000,7008
,3456,,,30336,7008
,6304,,,30432,6976
,3456,,,12064,6976
,5920,,,30144,7008
,3456,,,30496,7008
,16992,,,11904,6976
,6048,,,30145,7744
,3488,,,30559,7744
,5888,,,12096,7712
,3520,,,30367,7712
,5889,,,30464,7744
,3456,,,12064,7744
,16320,,,30048,7713
,6304,,,30496,7680
,3424,,,12000,7008
,6176,,,30656,6976
,3456,,,30240,6976
,5888,,,12032,6943
,3424,,,30175,7008
,16640,,,30497,6912
,6368,,,12064,7007
,3489,,,30592,7009
,5984,,,30208,7008
,3552,,,12000,6913
,5920,,,30240,6944
,3456,,,30464,6912
,16320,,,12032,6976
,5920,,,30304,6944
,3520,,,30239,6976
,5984,,,12000,6911
,3456,,,30111,7776
,5824,,,30655,7680
,3488,,,11968,7744
,16480,,,30048,7776
,6048,,,30624,7711
,3423,,,12000,7744
,6207,,,30400,7712
,3424,,,30623,7743
,5952,,,12128,7007
,3456,,,30272,7008
,16352,,,30176,6976
,6080,,,12160,7008
,3424,,,30080,7007
,6208,,,30336,7040
,3425,,,12064,6976
,5792,,,30336,6976
,3488,,,30112,7040
,16768,,,12032,7008
,6176,,,30368,7008
,3424,,,30592,7072
,6016,,,12032,7007
,3456,,,30368,7071
,5856,,,30623,7008
,3489,,,11968,7072
,16672,,,30208,6943
,6240,,,30400,7008
,3488,,,12000,7008
,6208,,,30304,7008
,3424,,,30176,7008
,5727,,,12000,7008
,3456,,,30240,7008
,16416,,,30528,7009
,5984,,,11904,7040
,3487,,,30432,7040
,5920,,,30176,7040
,3488,,,12128,7072
,5792,,,30592,7008
,3487,,,30432,7007
,16704,,,12192,7072
,6144,,,30304,7072
,3488,,,30304,6912
,6080,,,12032,6944
,3425,,,30272,6944
,5856,,,30752,6879
,3456,,,12064,6945
,17088,,,30431,6911
,6240,,,30463,6913
,3488,,,12063,6944
,6048,,,30400,7808
,3456,,,30559,7744
,5952,,,12191,7744
,3456,,,30240,7776
,16192,,,30624,7840
,6079,,,12160,7775
,3456,,,30240,7808
,6304,,,30016,7776
,3424,,,12000,6656
,5984,,,30496,6719
,3424,,,30464,6656
,16608,,,11936,6688
,6048,,,30272,6624
,3424,,,30560,6656
,6144,,,12128,6687
,3488,,,29920,6624
,6208,,,30527,6623
,3456,,,12032,6656
,16160,,,30560,6688
,6240,,,30432,6688
,3423,,,12096,6625
,6081,,,30368,6720
,3424,,,30432,6688
,5856,,,11936,6624
,3488,,,30368,6944
,16672,,,30657,6976
,6080,,,12064,6944
,3488,,,30400,7008
,5952,,,30496,7009
,3456,,,12064,7008
,5792,,,30335,6912
,3425,,,30688,7040
,16864,,,11999,7007
,6080,,,30399,6976
,3489,,,30463,7008
,6144,,,12128,6976
,3456,,,30144,6976
,5856,,,30271,7008
,3424,,,11999,7008
,16768,,,30495,7040
,6176,,,30591,7008
,3488,,,12032,6912
,5953,,,30496,6975
,3456,,,30720,7009
,5856,,,12064,6976
,3425,,,30208,7008
,16415,,,30336,7040
,5952,,,12160,6976
,3488,,,30240,7712
,6016,,,30624,7680
,3425,,,12128,7648
,5952,,,30079,7680
,3456,,,30528,7648
,16896,,,12064,7649
,6016,,,30079,7616
,3423,,,30752,7616
,6112,,,12064,7040
,3424,,,30464,7040
,5665,,,30208,7008
,3424,,,12000,7071
,16288,,,30337,6977
,6336,,,30816,7072
,3424,,,12096,6976
,5792,,,30176,7072
,3424,,,30880,6944
,5919,,,12096,7008
,3424,,,30080,6943
,16416,,,30432,6976
,6464,,,12063,6944
,3456,,,30144,7008
,5952,,,30399,6976
,3424,,,12160,6976
,5920,,,30400,7649
,3424,,,30336,7648
,16672,,,12064,7648
,6113,,,30528,7648
,3488,,,30848,7649
,5984,,,11936,7648
,3424,,,30175,7616
,5728,,,30752,7616
,3487,,,11936,7648
,17056,,,30176,7648
,6015,,,30528,7616
,3456,,,12064,7648
,5920,,,30432,7648
,3456,,,30528,7648
,6048,,,12064,7647
,3487,,,30304,7648
,16448,,,30304,6976
,6048,,,12064,7008
,3456,,,30368,6944
,6080,,,30688,7040
,3456,,,12096,7008
,5792,,,30559,7040
,3520,,,31008,6976
,16736,,,12128,7008
,6112,,,30688,7680
,3455,,,30879,7712
,6080,,,12064,7712
,3424,,,30304,7712
,5857,,,30624,7711
,3424,,,12096,7680
,16768,,,30304,7712
,6049,,,30976,7712
,3424,,,12128,7073
,6208,,,30208,7072
,3488,,,30592,7071
,5823,,,12064,7103
,3424,,,30143,7072
,17248,,,30368,7040
,6016,,,12000,7071
,3392,,,30272,7104
,5888,,,30528,7776
,3553,,,11936,7744
,5824,,,30304,7775
,3392,,,30560,7744
,16608,,,12128,7744
,6176,,,30336,7776
,3489,,,30400,7744
,6304,,,12096,7744
,3456,,,30016,7008
,5919,,,30624,7008
,3456,,,12000,6976
,16384,,,30432,6976
,6016,,,30880,6976
,3424,,,12096,7009
,6400,,,30240,7008
,3520,,,30528,7008
,6144,,,12064,7104
,3488,,,30688,7040
,16448,,,30624,7072
,6240,,,12128,7040
,3456,,,30496,7040
,6113,,,30208,7041
,3456,,,12128,7040
,5920,,,30497,7040
,3488,,,30527,6879
,17376,,,12031,6752
,5951,,,30304,6752
,3488,,,30816,6751
,6144,,,12064,6880
,3456,,,29984,6752
,5888,,,30688,6752
,3455,,,12031,6847
,16704,,,30560,7007
,6176,,,30656,7008
,3424,,,12064,7008
,6240,,,30336,6976
,3488,,,30816,7007
,5920,,,11936,7008
,3552,,,30368,7008
,16448,,,30495,7007
,5760,,,12000,7744
,3327,,,30336,7744
,5728,,,30432,7776
,3328,,,12032,7776
,5856,,,30240,7776
,3392,,,30720,7744
,16895,,,12064,7744
,6112,,,30112,7744
,3425,,,30176,7776
,6080,,,12096,7744
,3487,,,30304,7712
,5792,,,30624,7744
,3456,,,12000,7776
,16960,,,30144,7745
,6208,,,30496,7744
,3424,,,11904,7744
,6047,,,30240,7008
,3392,,,30625,7008
,5984,,,12032,6976
,3391,,,30720,7008
,16800,,,30495,7008
,5984,,,12192,6976
,3424,,,30207,6976
,5984,,,30752,6976
,3488,,,12256,7776
,5792,,,30271,7713
,3456,,,30591,7745
,16928,,,12032,7712
,6080,,,30145,7744
,3456,,,30560,7712
,6080,,,12000,7776
,3488,,,30335,7776
,5728,,,30432,6912
,3424,,,12160,6848
,17407,,,30624,6912
,6176,,,30848,6944
,3488,,,12031,6880
,6145,,,30176,6720
,3456,,,30271,6848
,5952,,,12032,6944
,3488,,,30496,7008
,16384,,,30656,7040
,6176,,,12064,7008
,3489,,,30208,7040
,5920,,,30176,7008
,3456,,,12032,7008
,5952,,,30207,7008
,3552,,,30847,7008
,16576,,,12128,6848
,6144,,,30432,6752
,3393,,,30303,6689
,6112,,,12032,6752
,3424,,,30464,6688
,5888,,,31200,6752
,3456,,,12064,6784
,16640,,,30368,6784
,6049,,,31040,7008
,3456,,,11968,7072
,6016,,,30304,7040
,3424,,,30752,7040
,5824,,,12064,6976
,3489,,,30336,7040
,16992,,,30560,6944
,6144,,,12000,7040
,3520,,,30400,7008
,6112,,,30912,6944
,3424,,,12032,7009
,6145,,,30176,6945
,3424,,,30592,6976
,16736,,,12000,7008
,6112,,,30432,7008
,3520,,,30368,6976
,5952,,,12000,7840
,3392,,,30144,7809
,5825,,,30784,7808
,3424,,,12063,7840
,17345,,,30176,7872
,6049,,,30240,7840
,3456,,,12096,7807
,6623,,,30368,7808
